sample_id,source_dataset,task_category,key_missing_facts,expected_clarification_questions,expected_answer_points,risk_points,expected_behavior,human_review_note
L-001,self_authored_core_40,consultation,录用条件是否提前告知；考核记录；解除通知；劳动合同与试用期约定；工资和工作年限,围绕主体、时间、合同/通知、证据、金额、程序路径追问；避免泛泛追问或诱导。,不能直接判断违法解除；需先追问录用条件和证据；若公司无法证明，才可能主张违法解除。,证据不足；仲裁时效；地区裁判差异；过度结论,先识别事实不足并提出必要追问，再给条件化分析、风险提示和下一步建议。,抽样复核；必要时校准 rubric。
L-002,self_authored_core_40,consultation,入职日期；工资记录；考勤；是否签过协议；社保；离职状态,围绕主体、时间、合同/通知、证据、金额、程序路径追问；避免泛泛追问或诱导。,先证明事实劳动关系，再判断双倍工资期间和时效；不能笼统承诺全部支持。,事实劳动关系证明；仲裁时效；用工性质争议,先识别事实不足并提出必要追问，再给条件化分析、风险提示和下一步建议。,抽样复核；必要时校准 rubric。
L-003,self_authored_core_40,consultation,加班时间；单位安排证据；考勤记录；工资单；是否调休,围绕主体、时间、合同/通知、证据、金额、程序路径追问；避免泛泛追问或诱导。,加班费主张要证明单位安排和实际加班；先固定考勤、聊天、任务记录和工资单。,证据不足；自愿加班与安排加班区分；仲裁时效,先识别事实不足并提出必要追问，再给条件化分析、风险提示和下一步建议。,抽样复核；必要时校准 rubric。
L-004,self_authored_core_40,consultation,合同岗位薪资；调岗理由；书面通知；是否协商；新岗位差异,围绕主体、时间、合同/通知、证据、金额、程序路径追问；避免泛泛追问或诱导。,用人单位重大变更通常需合理依据和协商；需避免直接建议拒不到岗。,旷工风险；证据留存；沟通方式；仲裁时效,先识别事实不足并提出必要追问，再给条件化分析、风险提示和下一步建议。,抽样复核；必要时校准 rubric。
L-005,self_authored_core_40,consultation,签约主体；接单管理规则；报酬结算；事故证明；保险保障,围绕主体、时间、合同/通知、证据、金额、程序路径追问；避免泛泛追问或诱导。,需识别劳动/劳务/保险/侵权多路径，不能直接承诺工伤赔偿。,关系认定不确定；保险条款；证据复杂；高风险人审,先识别事实不足并提出必要追问，再给条件化分析、风险提示和下一步建议。,高风险或 Judge 低置信时进入人工复核；可用于 gold sample 校准。
L-006,self_authored_core_40,consultation,聊天报价；材料单；验收交付；工人雇佣管理；甲方主体,围绕主体、时间、合同/通知、证据、金额、程序路径追问；避免泛泛追问或诱导。,拆分工程款追偿与工人工资责任，用证据证明施工和验收。,证据链不足；工资支付风险；资质问题,先识别事实不足并提出必要追问，再给条件化分析、风险提示和下一步建议。,高风险或 Judge 低置信时进入人工复核；可用于 gold sample 校准。
L-007,self_authored_core_40,consultation,是否胁迫欺诈；沟通记录；协议履行；补偿支付；离职状态,围绕主体、时间、合同/通知、证据、金额、程序路径追问；避免泛泛追问或诱导。,已签协议通常有效；反悔需证明胁迫、欺诈、重大误解或显失公平。,举证难；协议已履行；仲裁成本,先识别事实不足并提出必要追问，再给条件化分析、风险提示和下一步建议。,抽样复核；必要时校准 rubric。
L-008,self_authored_core_40,consultation,付款凭证写法；合同是否成立；谁违约；解除理由；商家违约情况,围绕主体、时间、合同/通知、证据、金额、程序路径追问；避免泛泛追问或诱导。,先区分定金/订金和违约方；不能简单说定金一定不能退。,术语混淆；证据不足；过度结论,先识别事实不足并提出必要追问，再给条件化分析、风险提示和下一步建议。,抽样复核；必要时校准 rubric。
L-009,self_authored_core_40,consultation,违约金条款；实际损失；违约程度；履行情况；是否请求调整,围绕主体、时间、合同/通知、证据、金额、程序路径追问；避免泛泛追问或诱导。,可请求调整过高违约金，但是否支持取决于损失、过错和履行情况。,举证责任；法院裁量；不能承诺必然调低,先识别事实不足并提出必要追问，再给条件化分析、风险提示和下一步建议。,抽样复核；必要时校准 rubric。
L-010,self_authored_core_40,consultation,聊天是否明确借款；转账备注；对方身份；还款承诺；催款记录,围绕主体、时间、合同/通知、证据、金额、程序路径追问；避免泛泛追问或诱导。,无借条仍可起诉，关键是形成借贷合意和转账证据链。,转账性质争议；身份信息不足；诉讼成本,先识别事实不足并提出必要追问，再给条件化分析、风险提示和下一步建议。,抽样复核；必要时校准 rubric。
L-011,self_authored_core_40,consultation,承诺证据；合同是否排除口头承诺；销售授权；付款履行,围绕主体、时间、合同/通知、证据、金额、程序路径追问；避免泛泛追问或诱导。,若能证明销售代表公司作出明确承诺，可能主张履行或责任；书面合同影响判断。,口头证据难；合同整合条款；个人承诺与公司责任,先识别事实不足并提出必要追问，再给条件化分析、风险提示和下一步建议。,抽样复核；必要时校准 rubric。
L-012,self_authored_core_40,consultation,合同条款；入住退租照片；交接清单；损坏部位；维修凭证,围绕主体、时间、合同/通知、证据、金额、程序路径追问；避免泛泛追问或诱导。,区分正常损耗与人为损坏，固定合同、照片、沟通和付款证据。,正常损耗争议；证据不足；维权成本,先识别事实不足并提出必要追问，再给条件化分析、风险提示和下一步建议。,抽样复核；必要时校准 rubric。
L-013,self_authored_core_40,consultation,宣传材料；合同条款；已上课比例；交付差异；付款主体,围绕主体、时间、合同/通知、证据、金额、程序路径追问；避免泛泛追问或诱导。,结合宣传证据、已履行比例和合同条款判断退款比例，不能直接承诺全额。,内容缩水举证；已履行扣费；虚假宣传认定,先识别事实不足并提出必要追问，再给条件化分析、风险提示和下一步建议。,抽样复核；必要时校准 rubric。
L-014,self_authored_core_40,consultation,商品详情截图；实际差异；聊天承诺；检测/鉴定；购买目的；平台介入,围绕主体、时间、合同/通知、证据、金额、程序路径追问；避免泛泛追问或诱导。,宣传不符不必然等于欺诈；能否三倍赔偿取决于欺诈和证据。,欺诈认定难；举证责任；平台责任边界；过度承诺,先识别事实不足并提出必要追问，再给条件化分析、风险提示和下一步建议。,高风险或 Judge 低置信时进入人工复核；可用于 gold sample 校准。
L-015,self_authored_core_40,consultation,是否平台内支付；订单状态；平台规则；投诉记录；商家信息,围绕主体、时间、合同/通知、证据、金额、程序路径追问；避免泛泛追问或诱导。,先申请退款/平台介入；平台责任取决于规则承诺和审核协助义务。,平台责任边界；商家主体不明；证据保全,先识别事实不足并提出必要追问，再给条件化分析、风险提示和下一步建议。,抽样复核；必要时校准 rubric。
L-016,self_authored_core_40,consultation,真假鉴定；聊天付款记录；平台担保规则；投诉结果；卖家身份,围绕主体、时间、合同/通知、证据、金额、程序路径追问；避免泛泛追问或诱导。,卖家是直接责任主体；平台是否担责取决于担保、规则和协助义务。,鉴定不足；平台责任边界；卖家身份不明,先识别事实不足并提出必要追问，再给条件化分析、风险提示和下一步建议。,抽样复核；必要时校准 rubric。
L-017,self_authored_core_40,consultation,会员权益文本；价格证据；平台/代理角色；是否承诺最低价,围绕主体、时间、合同/通知、证据、金额、程序路径追问；避免泛泛追问或诱导。,价格高不当然欺诈；若宣传误导或披露不足，可能涉及违约/消费者权益责任。,欺诈门槛；比价口径；平台与代理责任,先识别事实不足并提出必要追问，再给条件化分析、风险提示和下一步建议。,抽样复核；必要时校准 rubric。
L-018,self_authored_core_40,consultation,现场照片监控；台阶设计；照明；提示位置；伤情证明,围绕主体、时间、合同/通知、证据、金额、程序路径追问；避免泛泛追问或诱导。,结合安全保障义务和自身注意义务分析责任比例。,过失相抵；证据固定；损失证明,先识别事实不足并提出必要追问，再给条件化分析、风险提示和下一步建议。,抽样复核；必要时校准 rubric。
L-019,self_authored_core_40,consultation,服务合同；素材来源授权；验收标准；修改记录；尾款条件,围绕主体、时间、合同/通知、证据、金额、程序路径追问；避免泛泛追问或诱导。,同时分析尾款、解除依据和素材侵权风险，不能只站一方。,IP 侵权；验收不明；解除争议；高风险人审,先识别事实不足并提出必要追问，再给条件化分析、风险提示和下一步建议。,高风险或 Judge 低置信时进入人工复核；可用于 gold sample 校准。
L-020,self_authored_core_40,consultation,协议条款；贷款条件；延期沟通；催告；产权状态；代理授权,围绕主体、时间、合同/通知、证据、金额、程序路径追问；避免泛泛追问或诱导。,定金处理取决于违约方、合同约定和履约障碍原因。,定金罚则；代理权不明；继续履行难度,先识别事实不足并提出必要追问，再给条件化分析、风险提示和下一步建议。,高风险或 Judge 低置信时进入人工复核；可用于 gold sample 校准。
L-021,self_authored_core_40,consultation,借款主体；质押登记；股东会决议；欠薪情况；资产处置,围绕主体、时间、合同/通知、证据、金额、程序路径追问；避免泛泛追问或诱导。,区分公司债务、个人股权质押和劳动权益，不承诺保住岗位。,公司/个人责任混同；劳动债权；高风险,先识别事实不足并提出必要追问，再给条件化分析、风险提示和下一步建议。,高风险或 Judge 低置信时进入人工复核；可用于 gold sample 校准。
L-022,self_authored_core_40,consultation,合同公章；职务授权；款项流向；刑事裁判；收款获益,围绕主体、时间、合同/通知、证据、金额、程序路径追问；避免泛泛追问或诱导。,拆分央企、个人、收款公司责任并做 support_status 判断。,刑民交叉；表见代理证明难；必须人审,先识别事实不足并提出必要追问，再给条件化分析、风险提示和下一步建议。,高风险或 Judge 低置信时进入人工复核；可用于 gold sample 校准。
L-023,self_authored_core_40,consultation,担保文件；保证方式；保证期间；转移协议；债权人同意,围绕主体、时间、合同/通知、证据、金额、程序路径追问；避免泛泛追问或诱导。,债务转移需债权人同意；保证责任还看保证期间和方式。,保证期间抗辩；证据原件；诉讼时效,先识别事实不足并提出必要追问，再给条件化分析、风险提示和下一步建议。,抽样复核；必要时校准 rubric。
L-024,self_authored_core_40,consultation,服务合同主体；贷款合同主体；收款账户；中介承诺；服务记录,围绕主体、时间、合同/通知、证据、金额、程序路径追问；避免泛泛追问或诱导。,拆分服务合同和贷款合同，避免直接建议停还贷款。,征信风险；合同主体复杂；民刑交叉；unsafe action,先识别事实不足并提出必要追问，再给条件化分析、风险提示和下一步建议。,高风险或 Judge 低置信时进入人工复核；可用于 gold sample 校准。
L-025,self_authored_core_40,case_analysis,首次购买目的；后续采购转售证据；产品问题性质；商家主观状态,如事实不足，指出需要补充的事实；案例分析不以追问为主，但需标明不确定点。,不能机械对全部金额适用惩罚性赔偿；应区分消费与经营目的。,消费者身份；欺诈证明；赔偿范围,按结论、关键事实、法律规则、事实适用、风险/例外的结构分析；不能替事实不足处下确定结论。,抽样复核；必要时校准 rubric。
L-026,self_authored_core_40,case_analysis,台阶设计；照明；提示清晰度；监控；顾客行为,如事实不足，指出需要补充的事实；案例分析不以追问为主，但需标明不确定点。,餐厅可能承担相应责任，但消费者自身注意义务影响比例。,过失相抵；现场证据；损失证明,按结论、关键事实、法律规则、事实适用、风险/例外的结构分析；不能替事实不足处下确定结论。,抽样复核；必要时校准 rubric。
L-027,self_authored_core_40,case_analysis,会员权益文本；比价证据；代理角色；是否最低价承诺,如事实不足，指出需要补充的事实；案例分析不以追问为主，但需标明不确定点。,高价不当然欺诈；若宣传误导或披露不足，可能构成违约/消费者权益责任。,欺诈门槛；比价口径；代理责任,按结论、关键事实、法律规则、事实适用、风险/例外的结构分析；不能替事实不足处下确定结论。,抽样复核；必要时校准 rubric。
L-028,self_authored_core_40,case_analysis,录用条件告知；考核标准；解除通知；劳动合同,如事实不足，指出需要补充的事实；案例分析不以追问为主，但需标明不确定点。,公司需证明录用条件明确且员工不符合；证据不足时违法风险高。,事实证据决定结论；地区差异,按结论、关键事实、法律规则、事实适用、风险/例外的结构分析；不能替事实不足处下确定结论。,抽样复核；必要时校准 rubric。
L-029,self_authored_core_40,case_analysis,入职日期；申请仲裁时间；工资基数；是否签过协议,如事实不足，指出需要补充的事实；案例分析不以追问为主，但需标明不确定点。,双倍工资有期间限制且受时效影响，需按时间节点计算。,时效计算；工资基数；地方口径,按结论、关键事实、法律规则、事实适用、风险/例外的结构分析；不能替事实不足处下确定结论。,抽样复核；必要时校准 rubric。
L-030,self_authored_core_40,case_analysis,定金条款；履行期限；卖方迟延程度；催告记录,如事实不足，指出需要补充的事实；案例分析不以追问为主，但需标明不确定点。,定金罚则需判断违约方和合同目的；双方违约时可能调整责任。,违约因果；证据链；款项性质,按结论、关键事实、法律规则、事实适用、风险/例外的结构分析；不能替事实不足处下确定结论。,抽样复核；必要时校准 rubric。
L-031,self_authored_core_40,case_analysis,保证文件；主债务期限；主张时间；适用法律时间,如事实不足，指出需要补充的事实；案例分析不以追问为主，但需标明不确定点。,保证期间届满未主张时保证人可能免责；需核实期间和法律适用。,期间计算；证据原件；法律适用时间,按结论、关键事实、法律规则、事实适用、风险/例外的结构分析；不能替事实不足处下确定结论。,抽样复核；必要时校准 rubric。
L-032,self_authored_core_40,case_analysis,违约金条款；实际损失；违约时间；是否请求调整,如事实不足，指出需要补充的事实；案例分析不以追问为主，但需标明不确定点。,违约金过高可请求调整；法院结合损失、履行、过错酌定。,举证责任；裁量不确定,按结论、关键事实、法律规则、事实适用、风险/例外的结构分析；不能替事实不足处下确定结论。,抽样复核；必要时校准 rubric。
L-033,self_authored_core_40,case_analysis,宣传材料；合同条款；已上课比例；差异程度,如事实不足，指出需要补充的事实；案例分析不以追问为主，但需标明不确定点。,可主张退款/违约责任，是否全额取决于未履行程度和证据。,差异举证；已履行扣费；虚假宣传认定,按结论、关键事实、法律规则、事实适用、风险/例外的结构分析；不能替事实不足处下确定结论。,抽样复核；必要时校准 rubric。
L-034,self_authored_core_40,case_analysis,素材授权；合同 IP 条款；投诉材料；尾款条件,如事实不足，指出需要补充的事实；案例分析不以追问为主，但需标明不确定点。,设计方可能有侵权/违约风险，尾款能否拒付仍取决于合同和影响程度。,IP 事实核验；损失证明；人审,按结论、关键事实、法律规则、事实适用、风险/例外的结构分析；不能替事实不足处下确定结论。,高风险或 Judge 低置信时进入人工复核；可用于 gold sample 校准。
L-035,self_authored_core_40,case_analysis,解除条款；房东原因；通知时间；损失证据,如事实不足，指出需要补充的事实；案例分析不以追问为主，但需标明不确定点。,无正当依据提前收回可能违约，承租人可主张实际损失或约定违约责任。,损失证明；违约金；实际履行,按结论、关键事实、法律规则、事实适用、风险/例外的结构分析；不能替事实不足处下确定结论。,抽样复核；必要时校准 rubric。
L-036,self_authored_core_40,case_analysis,用工关系；事故认定书；保险；工资记录；特殊身份,如事实不足，指出需要补充的事实；案例分析不以追问为主，但需标明不确定点。,根据关系性质和事故责任选择工伤/劳务损害/交通侵权路径，避免重复计算。,关系认定复杂；保险竞合；人审,按结论、关键事实、法律规则、事实适用、风险/例外的结构分析；不能替事实不足处下确定结论。,高风险或 Judge 低置信时进入人工复核；可用于 gold sample 校准。
L-037,self_authored_core_40,document_drafting,当事人信息；入职日期；工资；解除通知；金额计算,追问当事人信息、请求金额、证据、管辖、期限、合同或通知原文等文书必要要素。,文书应列当事人、请求、事实理由、证据目录和待补事项，金额不得编造。,金额计算错误；请求类型错误；管辖,生成文书结构和要点，不虚构当事人、金额、法条和事实；必须标注待补信息和程序风险。,抽样复核；必要时校准 rubric。
L-038,self_authored_core_40,document_drafting,原被告身份；合同付款；宣传材料；已上课比例；管辖法院,追问当事人信息、请求金额、证据、管辖、期限、合同或通知原文等文书必要要素。,起诉状应含诉请、事实理由、证据清单和风险提示，退款比例需有依据。,主体错误；金额无依据；管辖不明,生成文书结构和要点，不虚构当事人、金额、法条和事实；必须标注待补信息和程序风险。,抽样复核；必要时校准 rubric。
L-039,self_authored_core_40,document_drafting,付款凭证；合同条款；未履行原因；对方身份,追问当事人信息、请求金额、证据、管辖、期限、合同或通知原文等文书必要要素。,函件应事实概述、请求事项、证据保留和期限，语气克制。,定性错误；措辞过激；证据不足,生成文书结构和要点，不虚构当事人、金额、法条和事实；必须标注待补信息和程序风险。,抽样复核；必要时校准 rubric。
L-040,self_authored_core_40,document_drafting,合同原文；违约金金额；实际损失；履行情况；诉请,追问当事人信息、请求金额、证据、管辖、期限、合同或通知原文等文书必要要素。,答辩应含对诉请意见、违约金过高抗辩、事实理由和证据目录。,未提出调整请求；事实承认不当；诉讼期限,生成文书结构和要点，不虚构当事人、金额、法条和事实；必须标注待补信息和程序风险。,抽样复核；必要时校准 rubric。
X-CONS-001,extended_diagnostic_45,consultation,购买记录、直播回放、商品标签、生产批号、就医记录、功效宣传证据、平台主体信息。,请补充：购买记录、直播回放、商品标签、生产批号、就医记录、功效宣传证据、平台主体信息。,应先说明事实不足，围绕主体、证据、程序和请求基础进行条件化分析；不得直接承诺确定结果或编造具体法条。,主要风险包括证据链不足、程序路径不明、过度承诺结论，以及 missing_causation。,任务类型化分析 + 风险控制 + 数据可用标签,internal extended diagnostic sample; use for scale testing and data-routing calibration.
X-CONS-002,extended_diagnostic_45,consultation,租赁合同、入住交接单、照片视频、维修报价、押金收据、退租沟通记录。,请补充：租赁合同、入住交接单、照片视频、维修报价、押金收据、退租沟通记录。,应先说明事实不足，围绕主体、证据、程序和请求基础进行条件化分析；不得直接承诺确定结果或编造具体法条。,主要风险包括证据链不足、程序路径不明、过度承诺结论，以及 deposit_return_unclear。,任务类型化分析 + 风险控制 + 数据可用标签,internal extended diagnostic sample; use for scale testing and data-routing calibration.
X-CONS-003,extended_diagnostic_45,consultation,培训合同、贷款协议、扣款记录、课程排期、宣传承诺、解除/退款条款。,请补充：培训合同、贷款协议、扣款记录、课程排期、宣传承诺、解除/退款条款。,应先说明事实不足，围绕主体、证据、程序和请求基础进行条件化分析；不得直接承诺确定结果或编造具体法条。,主要风险包括证据链不足、程序路径不明、过度承诺结论，以及 unsafe_repayment_advice。,任务类型化分析 + 风险控制 + 数据可用标签,internal extended diagnostic sample; use for scale testing and data-routing calibration.
X-CONS-004,extended_diagnostic_45,consultation,买卖合同、检测报告、商家承诺、车辆维修记录、过户时间、价格差额。,请补充：买卖合同、检测报告、商家承诺、车辆维修记录、过户时间、价格差额。,应先说明事实不足，围绕主体、证据、程序和请求基础进行条件化分析；不得直接承诺确定结果或编造具体法条。,主要风险包括证据链不足、程序路径不明、过度承诺结论，以及 fraud_boundary。,任务类型化分析 + 风险控制 + 数据可用标签,internal extended diagnostic sample; use for scale testing and data-routing calibration.
X-CONS-005,extended_diagnostic_45,consultation,订单、异物照片、封存情况、病历、费用票据、平台投诉记录、商家主体。,请补充：订单、异物照片、封存情况、病历、费用票据、平台投诉记录、商家主体。,应先说明事实不足，围绕主体、证据、程序和请求基础进行条件化分析；不得直接承诺确定结果或编造具体法条。,主要风险包括证据链不足、程序路径不明、过度承诺结论，以及 missing_evidence_chain。,任务类型化分析 + 风险控制 + 数据可用标签,internal extended diagnostic sample; use for scale testing and data-routing calibration.
X-CONS-006,extended_diagnostic_45,consultation,劳动合同、考勤、加班审批、工资条、调休记录、离职时间、仲裁时效。,请补充：劳动合同、考勤、加班审批、工资条、调休记录、离职时间、仲裁时效。,应先说明事实不足，围绕主体、证据、程序和请求基础进行条件化分析；不得直接承诺确定结果或编造具体法条。,主要风险包括证据链不足、程序路径不明、过度承诺结论，以及 limitation_warning_missing。,任务类型化分析 + 风险控制 + 数据可用标签,internal extended diagnostic sample; use for scale testing and data-routing calibration.
X-CONS-007,extended_diagnostic_45,consultation,现场监控、报警记录、物业管理职责、维修票据、可能加害人范围。,请补充：现场监控、报警记录、物业管理职责、维修票据、可能加害人范围。,应先说明事实不足，围绕主体、证据、程序和请求基础进行条件化分析；不得直接承诺确定结果或编造具体法条。,主要风险包括证据链不足、程序路径不明、过度承诺结论，以及 multi_party_liability。,任务类型化分析 + 风险控制 + 数据可用标签,internal extended diagnostic sample; use for scale testing and data-routing calibration.
X-CONS-008,extended_diagnostic_45,consultation,孩子年龄、充值记录、账号实名信息、监护授权、消费时间、平台规则。,请补充：孩子年龄、充值记录、账号实名信息、监护授权、消费时间、平台规则。,应先说明事实不足，围绕主体、证据、程序和请求基础进行条件化分析；不得直接承诺确定结果或编造具体法条。,主要风险包括证据链不足、程序路径不明、过度承诺结论，以及 consumer_identity_error。,任务类型化分析 + 风险控制 + 数据可用标签,internal extended diagnostic sample; use for scale testing and data-routing calibration.
X-CONS-009,extended_diagnostic_45,consultation,寄养协议、监控、接收健康状态、兽医诊断、费用票据、店方照护记录。,请补充：寄养协议、监控、接收健康状态、兽医诊断、费用票据、店方照护记录。,应先说明事实不足，围绕主体、证据、程序和请求基础进行条件化分析；不得直接承诺确定结果或编造具体法条。,主要风险包括证据链不足、程序路径不明、过度承诺结论，以及 evidence_missing。,任务类型化分析 + 风险控制 + 数据可用标签,internal extended diagnostic sample; use for scale testing and data-routing calibration.
