sample_id,source_dataset,task_category,key_missing_facts,expected_clarification_questions,expected_answer_points,risk_points,expected_behavior,human_review_note
X-CONS-010,extended_diagnostic_45,consultation,合同工期、变更单、验收记录、照片、维修方案、延期原因证据。,请补充：合同工期、变更单、验收记录、照片、维修方案、延期原因证据。,应先说明事实不足，围绕主体、证据、程序和请求基础进行条件化分析；不得直接承诺确定结果或编造具体法条。,主要风险包括证据链不足、程序路径不明、过度承诺结论，以及 procedure_warning_missing。,任务类型化分析 + 风险控制 + 数据可用标签,internal extended diagnostic sample; use for scale testing and data-routing calibration.
X-CONS-011,extended_diagnostic_45,consultation,事故认定书、医疗证明、误工证明、订单信息、司机身份、平台规则。,请补充：事故认定书、医疗证明、误工证明、订单信息、司机身份、平台规则。,应先说明事实不足，围绕主体、证据、程序和请求基础进行条件化分析；不得直接承诺确定结果或编造具体法条。,主要风险包括证据链不足、程序路径不明、过度承诺结论，以及 platform_liability_unclear。,任务类型化分析 + 风险控制 + 数据可用标签,internal extended diagnostic sample; use for scale testing and data-routing calibration.
X-CONS-012,extended_diagnostic_45,consultation,转账记录、聊天记录、利润分配、工商登记、债务情况、财产清单。,请补充：转账记录、聊天记录、利润分配、工商登记、债务情况、财产清单。,应先说明事实不足，围绕主体、证据、程序和请求基础进行条件化分析；不得直接承诺确定结果或编造具体法条。,主要风险包括证据链不足、程序路径不明、过度承诺结论，以及 partnership_debt。,任务类型化分析 + 风险控制 + 数据可用标签,internal extended diagnostic sample; use for scale testing and data-routing calibration.
X-CONS-013,extended_diagnostic_45,consultation,视频内容、发布账号、拍摄同意、商业用途、传播范围、损失或获利证据。,请补充：视频内容、发布账号、拍摄同意、商业用途、传播范围、损失或获利证据。,应先说明事实不足，围绕主体、证据、程序和请求基础进行条件化分析；不得直接承诺确定结果或编造具体法条。,主要风险包括证据链不足、程序路径不明、过度承诺结论，以及 privacy_boundary。,任务类型化分析 + 风险控制 + 数据可用标签,internal extended diagnostic sample; use for scale testing and data-routing calibration.
X-CONS-014,extended_diagnostic_45,consultation,运单、物品价值凭证、是否声明价值、快递条款提示、丢失过程。,请补充：运单、物品价值凭证、是否声明价值、快递条款提示、丢失过程。,应先说明事实不足，围绕主体、证据、程序和请求基础进行条件化分析；不得直接承诺确定结果或编造具体法条。,主要风险包括证据链不足、程序路径不明、过度承诺结论，以及 format_clause_warning。,任务类型化分析 + 风险控制 + 数据可用标签,internal extended diagnostic sample; use for scale testing and data-routing calibration.
X-CONS-015,extended_diagnostic_45,consultation,竞业协议、岗位性质、补偿约定、实际支付记录、新工作内容、期限范围。,请补充：竞业协议、岗位性质、补偿约定、实际支付记录、新工作内容、期限范围。,应先说明事实不足，围绕主体、证据、程序和请求基础进行条件化分析；不得直接承诺确定结果或编造具体法条。,主要风险包括证据链不足、程序路径不明、过度承诺结论，以及 employment_status_unclear。,任务类型化分析 + 风险控制 + 数据可用标签,internal extended diagnostic sample; use for scale testing and data-routing calibration.
X-CASE-001,extended_diagnostic_45,case_analysis,合同约定、交付节点、验收标准、催告记录、缺陷证明、解除通知送达。,请补充：合同约定、交付节点、验收标准、催告记录、缺陷证明、解除通知送达。,应先说明事实不足，围绕主体、证据、程序和请求基础进行条件化分析；不得直接承诺确定结果或编造具体法条。,主要风险包括证据链不足、程序路径不明、过度承诺结论，以及 missing_contract_terms。,任务类型化分析 + 风险控制 + 数据可用标签,internal extended diagnostic sample; use for scale testing and data-routing calibration.
X-CASE-002,extended_diagnostic_45,case_analysis,代持协议、出资来源、工商登记、债权形成时间、债权人善意、执行程序材料。,请补充：代持协议、出资来源、工商登记、债权形成时间、债权人善意、执行程序材料。,应先说明事实不足，围绕主体、证据、程序和请求基础进行条件化分析；不得直接承诺确定结果或编造具体法条。,主要风险包括证据链不足、程序路径不明、过度承诺结论，以及 apparent_right_conflict。,任务类型化分析 + 风险控制 + 数据可用标签,internal extended diagnostic sample; use for scale testing and data-routing calibration.
X-CASE-003,extended_diagnostic_45,case_analysis,管理控制程度、收入结算、考勤规则、装备要求、事故经过、保险购买情况。,请补充：管理控制程度、收入结算、考勤规则、装备要求、事故经过、保险购买情况。,应先说明事实不足，围绕主体、证据、程序和请求基础进行条件化分析；不得直接承诺确定结果或编造具体法条。,主要风险包括证据链不足、程序路径不明、过度承诺结论，以及 employment_status_unclear。,任务类型化分析 + 风险控制 + 数据可用标签,internal extended diagnostic sample; use for scale testing and data-routing calibration.
X-CASE-004,extended_diagnostic_45,case_analysis,授权文件、离职通知、历史交易、印章/邮箱使用、供应商审查义务、收货证明。,请补充：授权文件、离职通知、历史交易、印章/邮箱使用、供应商审查义务、收货证明。,应先说明事实不足，围绕主体、证据、程序和请求基础进行条件化分析；不得直接承诺确定结果或编造具体法条。,主要风险包括证据链不足、程序路径不明、过度承诺结论，以及 apparent_authority_overclaim。,任务类型化分析 + 风险控制 + 数据可用标签,internal extended diagnostic sample; use for scale testing and data-routing calibration.
X-CASE-005,extended_diagnostic_45,case_analysis,借款到期日、催收记录、保证人签字真实性、是否有展期、诉讼时效。,请补充：借款到期日、催收记录、保证人签字真实性、是否有展期、诉讼时效。,应先说明事实不足，围绕主体、证据、程序和请求基础进行条件化分析；不得直接承诺确定结果或编造具体法条。,主要风险包括证据链不足、程序路径不明、过度承诺结论，以及 guarantee_period_missing。,任务类型化分析 + 风险控制 + 数据可用标签,internal extended diagnostic sample; use for scale testing and data-routing calibration.
X-CASE-006,extended_diagnostic_45,case_analysis,比价证据、账号条件、时间地点、平台规则、是否有个性化推荐或歧视性处理。,请补充：比价证据、账号条件、时间地点、平台规则、是否有个性化推荐或歧视性处理。,应先说明事实不足，围绕主体、证据、程序和请求基础进行条件化分析；不得直接承诺确定结果或编造具体法条。,主要风险包括证据链不足、程序路径不明、过度承诺结论，以及 dynamic_pricing_unclear。,任务类型化分析 + 风险控制 + 数据可用标签,internal extended diagnostic sample; use for scale testing and data-routing calibration.
X-CASE-007,extended_diagnostic_45,case_analysis,合同支持义务、实际履行记录、宣传材料、解除通知、已接受服务价值。,请补充：合同支持义务、实际履行记录、宣传材料、解除通知、已接受服务价值。,应先说明事实不足，围绕主体、证据、程序和请求基础进行条件化分析；不得直接承诺确定结果或编造具体法条。,主要风险包括证据链不足、程序路径不明、过度承诺结论，以及 service_delivery_missing。,任务类型化分析 + 风险控制 + 数据可用标签,internal extended diagnostic sample; use for scale testing and data-routing calibration.
X-CASE-008,extended_diagnostic_45,case_analysis,服务合同、术前告知、病历、照片、资质、鉴定意见、广告承诺。,请补充：服务合同、术前告知、病历、照片、资质、鉴定意见、广告承诺。,应先说明事实不足，围绕主体、证据、程序和请求基础进行条件化分析；不得直接承诺确定结果或编造具体法条。,主要风险包括证据链不足、程序路径不明、过度承诺结论，以及 assessment_evidence_missing。,任务类型化分析 + 风险控制 + 数据可用标签,internal extended diagnostic sample; use for scale testing and data-routing calibration.
X-CASE-009,extended_diagnostic_45,case_analysis,保密制度、客户名单秘密性、接触权限、下载记录、新公司使用证据、竞业协议。,请补充：保密制度、客户名单秘密性、接触权限、下载记录、新公司使用证据、竞业协议。,应先说明事实不足，围绕主体、证据、程序和请求基础进行条件化分析；不得直接承诺确定结果或编造具体法条。,主要风险包括证据链不足、程序路径不明、过度承诺结论，以及 trade_secret_evidence_gap。,任务类型化分析 + 风险控制 + 数据可用标签,internal extended diagnostic sample; use for scale testing and data-routing calibration.
X-CASE-010,extended_diagnostic_45,case_analysis,施工合同、考勤、工资表、项目管理、农民工工资专户、分包链条。,请补充：施工合同、考勤、工资表、项目管理、农民工工资专户、分包链条。,应先说明事实不足，围绕主体、证据、程序和请求基础进行条件化分析；不得直接承诺确定结果或编造具体法条。,主要风险包括证据链不足、程序路径不明、过度承诺结论，以及 missing_worker_liability。,任务类型化分析 + 风险控制 + 数据可用标签,internal extended diagnostic sample; use for scale testing and data-routing calibration.
X-CASE-011,extended_diagnostic_45,case_analysis,隐私政策、授权记录、电话来源、平台数据处理行为、损害后果。,请补充：隐私政策、授权记录、电话来源、平台数据处理行为、损害后果。,应先说明事实不足，围绕主体、证据、程序和请求基础进行条件化分析；不得直接承诺确定结果或编造具体法条。,主要风险包括证据链不足、程序路径不明、过度承诺结论，以及 privacy_boundary。,任务类型化分析 + 风险控制 + 数据可用标签,internal extended diagnostic sample; use for scale testing and data-routing calibration.
X-CASE-012,extended_diagnostic_45,case_analysis,合同金额、定金比例、违约损失、违约金约定、履行情况。,请补充：合同金额、定金比例、违约损失、违约金约定、履行情况。,应先说明事实不足，围绕主体、证据、程序和请求基础进行条件化分析；不得直接承诺确定结果或编造具体法条。,主要风险包括证据链不足、程序路径不明、过度承诺结论，以及 deposit_penalty_confusion。,任务类型化分析 + 风险控制 + 数据可用标签,internal extended diagnostic sample; use for scale testing and data-routing calibration.
X-CASE-013,extended_diagnostic_45,case_analysis,商品来源、商标近似证据、主播角色、平台通知处理、销售额。,请补充：商品来源、商标近似证据、主播角色、平台通知处理、销售额。,应先说明事实不足，围绕主体、证据、程序和请求基础进行条件化分析；不得直接承诺确定结果或编造具体法条。,主要风险包括证据链不足、程序路径不明、过度承诺结论，以及 platform_liability_unclear。,任务类型化分析 + 风险控制 + 数据可用标签,internal extended diagnostic sample; use for scale testing and data-routing calibration.
X-CASE-014,extended_diagnostic_45,case_analysis,出资流水、借名协议、购房资格、贷款还款、居住占有、政策限制。,请补充：出资流水、借名协议、购房资格、贷款还款、居住占有、政策限制。,应先说明事实不足，围绕主体、证据、程序和请求基础进行条件化分析；不得直接承诺确定结果或编造具体法条。,主要风险包括证据链不足、程序路径不明、过度承诺结论，以及 registration_risk。,任务类型化分析 + 风险控制 + 数据可用标签,internal extended diagnostic sample; use for scale testing and data-routing calibration.
X-CASE-015,extended_diagnostic_45,case_analysis,资金流向、经营真实性、合同文本、报案进展、涉案人数、还款记录。,请补充：资金流向、经营真实性、合同文本、报案进展、涉案人数、还款记录。,应先说明事实不足，围绕主体、证据、程序和请求基础进行条件化分析；不得直接承诺确定结果或编造具体法条。,主要风险包括证据链不足、程序路径不明、过度承诺结论，以及 criminal_civil_linkage。,任务类型化分析 + 风险控制 + 数据可用标签,internal extended diagnostic sample; use for scale testing and data-routing calibration.
X-DOC-001,extended_diagnostic_45,document_drafting,收件主体、订单信息、宣传证据、具体诉求、附件清单、事实时间线。,请补充：收件主体、订单信息、宣传证据、具体诉求、附件清单、事实时间线。,应先说明事实不足，围绕主体、证据、程序和请求基础进行条件化分析；不得直接承诺确定结果或编造具体法条。,主要风险包括证据链不足、程序路径不明、过度承诺结论，以及 unsupported_claim_amount。,任务类型化分析 + 风险控制 + 数据可用标签,internal extended diagnostic sample; use for scale testing and data-routing calibration.
X-DOC-002,extended_diagnostic_45,document_drafting,入职日期、用人单位主体、工资标准、离职情况、仲裁时效、证据目录。,请补充：入职日期、用人单位主体、工资标准、离职情况、仲裁时效、证据目录。,应先说明事实不足，围绕主体、证据、程序和请求基础进行条件化分析；不得直接承诺确定结果或编造具体法条。,主要风险包括证据链不足、程序路径不明、过度承诺结论，以及 limitation_warning_missing。,任务类型化分析 + 风险控制 + 数据可用标签,internal extended diagnostic sample; use for scale testing and data-routing calibration.
X-DOC-003,extended_diagnostic_45,document_drafting,合同编号、交付成果、验收记录、付款节点、催告期限、违约条款。,请补充：合同编号、交付成果、验收记录、付款节点、催告期限、违约条款。,应先说明事实不足，围绕主体、证据、程序和请求基础进行条件化分析；不得直接承诺确定结果或编造具体法条。,主要风险包括证据链不足、程序路径不明、过度承诺结论，以及 missing_acceptance_terms。,任务类型化分析 + 风险控制 + 数据可用标签,internal extended diagnostic sample; use for scale testing and data-routing calibration.
X-DOC-004,extended_diagnostic_45,document_drafting,租赁合同、漏水照片、维修通知、影响居住程度、押金和搬离日期。,请补充：租赁合同、漏水照片、维修通知、影响居住程度、押金和搬离日期。,应先说明事实不足，围绕主体、证据、程序和请求基础进行条件化分析；不得直接承诺确定结果或编造具体法条。,主要风险包括证据链不足、程序路径不明、过度承诺结论，以及 procedure_warning_missing。,任务类型化分析 + 风险控制 + 数据可用标签,internal extended diagnostic sample; use for scale testing and data-routing calibration.
X-DOC-005,extended_diagnostic_45,document_drafting,责任比例、伤情诊断、误工证明、护理证明、鉴定意见、保险信息。,请补充：责任比例、伤情诊断、误工证明、护理证明、鉴定意见、保险信息。,应先说明事实不足，围绕主体、证据、程序和请求基础进行条件化分析；不得直接承诺确定结果或编造具体法条。,主要风险包括证据链不足、程序路径不明、过度承诺结论，以及 missing_assessment_evidence。,任务类型化分析 + 风险控制 + 数据可用标签,internal extended diagnostic sample; use for scale testing and data-routing calibration.
X-DOC-006,extended_diagnostic_45,document_drafting,合同条款、付款流水、课程排期、沟通记录、退款金额计算、收件主体。,请补充：合同条款、付款流水、课程排期、沟通记录、退款金额计算、收件主体。,应先说明事实不足，围绕主体、证据、程序和请求基础进行条件化分析；不得直接承诺确定结果或编造具体法条。,主要风险包括证据链不足、程序路径不明、过度承诺结论，以及 refund_scope_overclaim。,任务类型化分析 + 风险控制 + 数据可用标签,internal extended diagnostic sample; use for scale testing and data-routing calibration.
X-DOC-007,extended_diagnostic_45,document_drafting,订单、卖家承诺、商品照片、鉴定材料、平台规则、退货状态。,请补充：订单、卖家承诺、商品照片、鉴定材料、平台规则、退货状态。,应先说明事实不足，围绕主体、证据、程序和请求基础进行条件化分析；不得直接承诺确定结果或编造具体法条。,主要风险包括证据链不足、程序路径不明、过度承诺结论，以及 fake_authentication_missing。,任务类型化分析 + 风险控制 + 数据可用标签,internal extended diagnostic sample; use for scale testing and data-routing calibration.
X-DOC-008,extended_diagnostic_45,document_drafting,股东身份、持股比例、查阅目的、公司章程、已沟通记录、请求范围。,请补充：股东身份、持股比例、查阅目的、公司章程、已沟通记录、请求范围。,应先说明事实不足，围绕主体、证据、程序和请求基础进行条件化分析；不得直接承诺确定结果或编造具体法条。,主要风险包括证据链不足、程序路径不明、过度承诺结论，以及 request_scope_unclear。,任务类型化分析 + 风险控制 + 数据可用标签,internal extended diagnostic sample; use for scale testing and data-routing calibration.
X-DOC-009,extended_diagnostic_45,document_drafting,竞业协议、补偿支付、新岗位内容、地域期限、商业秘密接触情况。,请补充：竞业协议、补偿支付、新岗位内容、地域期限、商业秘密接触情况。,应先说明事实不足，围绕主体、证据、程序和请求基础进行条件化分析；不得直接承诺确定结果或编造具体法条。,主要风险包括证据链不足、程序路径不明、过度承诺结论，以及 employment_status_unclear。,任务类型化分析 + 风险控制 + 数据可用标签,internal extended diagnostic sample; use for scale testing and data-routing calibration.
X-DOC-010,extended_diagnostic_45,document_drafting,合同价款、结算单、验收记录、签证变更、付款流水、催告对象。,请补充：合同价款、结算单、验收记录、签证变更、付款流水、催告对象。,应先说明事实不足，围绕主体、证据、程序和请求基础进行条件化分析；不得直接承诺确定结果或编造具体法条。,主要风险包括证据链不足、程序路径不明、过度承诺结论，以及 missing_settlement_evidence。,任务类型化分析 + 风险控制 + 数据可用标签,internal extended diagnostic sample; use for scale testing and data-routing calibration.
X-DOC-011,extended_diagnostic_45,document_drafting,截图时间、账号条件、酒店房型、优惠券、平台规则、个人信息处理说明。,请补充：截图时间、账号条件、酒店房型、优惠券、平台规则、个人信息处理说明。,应先说明事实不足，围绕主体、证据、程序和请求基础进行条件化分析；不得直接承诺确定结果或编造具体法条。,主要风险包括证据链不足、程序路径不明、过度承诺结论，以及 dynamic_pricing_unclear。,任务类型化分析 + 风险控制 + 数据可用标签,internal extended diagnostic sample; use for scale testing and data-routing calibration.
X-DOC-012,extended_diagnostic_45,document_drafting,寄养协议、接收状态、监控、兽医诊断、费用票据、赔偿项目。,请补充：寄养协议、接收状态、监控、兽医诊断、费用票据、赔偿项目。,应先说明事实不足，围绕主体、证据、程序和请求基础进行条件化分析；不得直接承诺确定结果或编造具体法条。,主要风险包括证据链不足、程序路径不明、过度承诺结论，以及 evidence_missing。,任务类型化分析 + 风险控制 + 数据可用标签,internal extended diagnostic sample; use for scale testing and data-routing calibration.
X-DOC-013,extended_diagnostic_45,document_drafting,借款金额、期限、转账记录、还款承诺、催收频率、不得威胁骚扰。,请补充：借款金额、期限、转账记录、还款承诺、催收频率、不得威胁骚扰。,应先说明事实不足，围绕主体、证据、程序和请求基础进行条件化分析；不得直接承诺确定结果或编造具体法条。,主要风险包括证据链不足、程序路径不明、过度承诺结论，以及 unsafe_action_suggestion。,任务类型化分析 + 风险控制 + 数据可用标签,internal extended diagnostic sample; use for scale testing and data-routing calibration.
X-DOC-014,extended_diagnostic_45,document_drafting,商标注册证、侵权链接、购买取证、混淆比对、权利人主体、平台规则。,请补充：商标注册证、侵权链接、购买取证、混淆比对、权利人主体、平台规则。,应先说明事实不足，围绕主体、证据、程序和请求基础进行条件化分析；不得直接承诺确定结果或编造具体法条。,主要风险包括证据链不足、程序路径不明、过度承诺结论，以及 claim_support_missing。,任务类型化分析 + 风险控制 + 数据可用标签,internal extended diagnostic sample; use for scale testing and data-routing calibration.
X-DOC-015,extended_diagnostic_45,document_drafting,合同金额、违约原因、实际损失、履约情况、违约金比例、减免理由。,请补充：合同金额、违约原因、实际损失、履约情况、违约金比例、减免理由。,应先说明事实不足，围绕主体、证据、程序和请求基础进行条件化分析；不得直接承诺确定结果或编造具体法条。,主要风险包括证据链不足、程序路径不明、过度承诺结论，以及 actual_loss_missing。,任务类型化分析 + 风险控制 + 数据可用标签,internal extended diagnostic sample; use for scale testing and data-routing calibration.
